 | -epoch, | -train_loss_step,step
0,1.306518793106079,49
0,1.9196699857711792,99
0,1.5437071323394775,149
0,1.7573375701904297,199
0,1.9649369716644287,249
0,1.6398396492004395,299
0,1.6337342262268066,349
0,1.364566445350647,399
